Pull Request Number,Title,Merged,Time to Merge,Comments,Review Comments,Comment Messages,Review Messages,Lines of Code Changed
1016,Removes unnecessary method references,No,,2,0,[],"[""+0 I'm fine either way, but I don't mind it including the method name (easier to guess where the code is going without opening the other file?).\r\n\r\nThanks! ""]",4
1015,Explicitly checks string for emptiness to prevent the exception logic overhead,No,,7,0,[],[],36
1014,Bump actions/checkout from 3.2.0 to 3.3.0,Yes,3:32:58,1,0,[],[],8
1013,Bump actions/upload-artifact from 3.1.1 to 3.1.2,Yes,3:32:47,1,0,[],[],2
1012,Bump easymock from 5.0.1 to 5.1.0,Yes,0:25:49,0,0,[],[],2
1011,Bump commons-parent from 55 to 56,Yes,0:25:07,0,0,[],[],2
1010,Bump checkstyle from 9.3 to 10.6.0,No,,1,0,[],[],2
1009,Add example for space in StringUtils#indexOfIgnoreCase(),Yes,"38 days, 22:38:04",1,0,[],[''],1
1008,Make java.desktop module optional,No,,0,0,[],[],108
1007,Added new examples for rightPad method,No,,4,0,[],[],4
1006,Added empty string example for isMixedCase method.,Yes,1:15:36,2,0,[],['Thanks!'],1
1005,formatted java.lang package.,No,,1,0,[],['Thanks for the PR. I **think** this file is generated automatically by the ... build or the release plug-in. This text comes from `pom.xml` and will be replaced when the file is re-generated (not sure if the syntax could be updated in `pom.xml` either).'],4
1004,Bump actions/cache from 3.2.1 to 3.2.2,Yes,0:06:16,1,0,[],[],6
1003,Bump ossf/scorecard-action from 2.1.0 to 2.1.2,Yes,4:18:58,0,0,[],[],2
1002,Bump actions/cache from 3.0.11 to 3.2.1,Yes,2:33:23,0,0,[],[''],6
1001,Fix typo,Yes,4:37:06,1,0,[],[],2
1000,Bump commons-parent from 54 to 55,Yes,0:52:43,1,0,[],[],2
999,Bump ossf/scorecard-action from 2.0.6 to 2.1.0,Yes,0:54:09,1,0,[],[],2
998,Bump actions/setup-java from 3.8.0 to 3.9.0,Yes,0:54:29,1,0,[],[''],4
997,Bump actions/checkout from 3.1.0 to 3.2.0,Yes,0:54:48,1,0,[],[''],8
996,Bump actions/setup-java from 3.6.0 to 3.8.0,Yes,0:10:03,0,0,[],[],4
995,Bump junit-pioneer from 1.9.0 to 1.9.1,Yes,0:19:50,0,0,[],[''],2
994,Bump checkstyle from 9.3 to 10.5.0,No,,1,0,[],[],2
993,NumberUtils check if Number is null or zero,No,,1,0,[],[],112
992,NumberUtils check if Number is null or zero,No,,2,0,[],[],51
991,Bump junit-pioneer from 1.8.0 to 1.9.0,Yes,4:52:54,0,0,[],[''],4
990,Bump jmh.version from 1.35 to 1.36,Yes,4:51:13,0,0,[],[''],4
989,Bump spotbugs-maven-plugin from 4.7.2.1 to 4.7.3.0,Yes,18:19:28,1,0,[],[''],4
988,Bump junit-pioneer from 1.7.1 to 1.8.0,Yes,18:21:22,1,0,[],[''],4
987,Bump checkstyle from 9.3 to 10.4,No,,2,0,[],[],2
986,Bump easymock from 5.0.0 to 5.0.1,Yes,"2 days, 3:58:02",0,0,[],[],2
985,Bump actions/upload-artifact from 3.1.0 to 3.1.1,Yes,"2 days, 3:58:56",1,0,[],[],2
984,Use IntStream,No,,1,1,['The previous implementation was a lot easier to read and created less garbage. This one introduces a bunch of unnecessary objects at seemingly no benefit?'],[''],36
983,Simplify streams.,No,,1,1,['Why clutter up the code with all these type-casts? Just let the compiler pick up the `long` version of the JUnit API IMO.'],"['', 'Hi @arturobernalg:  See my inline comment.']",35
982,Remove unnecessary else conditions.,No,,1,0,[],['-1 as this change deletes helpful documentation.'],3
981,Fix simple broken javadoc.,Yes,20:25:43,1,0,[],[],5
980,Make a non-access modifier local variables.,No,,1,0,[],[],42
979,Use constant properties instead.,No,,0,0,[],[],8
978,Bump ossf/scorecard-action from 1.1.2 to 2.0.6,No,,1,0,[],[],2
977,Bump actions/setup-java from 3.5.1 to 3.6.0,Yes,12:18:08,0,0,[],[''],4
976,Use java stream in ArrayUtils.,No,,4,0,[],[],88
975,Use java stream in TypeUtils.,No,,1,0,[],[],122
974,Use java stream in StringUtils.,No,,0,0,[],[],192
973,Bump spotbugs from 4.7.2 to 4.7.3,Yes,1:11:28,1,0,[],[],2
972,Bump easymock from 4.3 to 5.0.0,Yes,1:12:47,0,0,[],[],2
971,Bump spotbugs-maven-plugin from 4.7.2.0 to 4.7.2.1,Yes,2:20:38,1,0,[],[],2
970,Bump actions/cache from 3.0.10 to 3.0.11,Yes,2:22:19,0,0,[],[],6
969,Add and use PAD character constant for ' '.,No,,1,6,"['Does not need to be public.', 'done', 'No need for a blank Javadoc line.', 'done', 'The concept here is not ""padding"", it\'s ""spacing"", so it does not feel appropriate to use the name ""PAD"".  Note that we have a SPACE constant already but it\'s a String, not a char, so maybe we need a private space char constant. I\'m not sure.', ""HI @garydgregory .You're right., I have the same doubt. For the moment I removed that change ""]","['', '', '', '', '', '']",15
968, Add CalendarUtils#getDayOfYear(),Yes,"4 days, 0:49:05",1,2,"['Wrong version.', 'done. Set to 3.13.0']","['', '']",15
967,"add StringUtils.substringBeforeLast(String, int)",No,,2,0,[],[],35
966,Make a non-access modifier local variables.,Yes,1:00:18,1,0,[],[],8
965,Remove unnecessary conditions. It's no need it after assigns tmp to duration,No,,1,2,"['Or is it a bug? Maybe a copypasta bug where accidentally lines 190 and 192 were duplicated? Because there are `replaceOne` for ""hour"" and ""minute"", and this block that was removed has the part for ""seconds"".', ""Hi @kinow \r\nYes, could be a bug as well.  In any case we don't need that conditions.\r\nTY""]","['', '']",3
964,Bump actions/cache from 3.0.9 to 3.0.10,Yes,7:24:20,1,0,[],[''],8
963,Bump actions/checkout from 3.0.2 to 3.1.0,Yes,7:16:37,0,0,[],[''],10
962,Simplify expression (length is never < 0),Yes,"6 days, 16:09:06",1,0,[],[],2
961,Bump commons.pmd-impl.version from 6.49.0 to 6.50.0,Yes,12:01:00,0,0,[],[''],3
960,Bump ossf/scorecard-action from 1.1.2 to 2.0.4,No,,2,0,[],[],2
959,Bump actions/cache from 3.0.8 to 3.0.9,Yes,12:03:44,0,0,[],[''],8
958,Bump checkstyle from 9.3 to 10.3.4,No,,2,0,[],[],2
957,Bump commons-text from 1.9 to 1.10.0,Yes,0:28:22,1,0,[],[],2
956,Improve JavaDocs ,No,,8,6,"['Is there a reason why ""String"" is sometimes linked and sometimes not?', 'No Reason at all.\r\n', 'This is a code comment, not a Javadoc comment, so using Javadoc decorations is wrong. Please review all the files and revert this type of change please.', 'done. Looks like only was this mistake.', '@arturobernalg \r\nYou need to update the PR...', ""ups. Sorry @garydgregory \r\nit's done.""]","['', '', '', '', '', '']",2611
955,Bump junit-bom from 5.9.0 to 5.9.1,Yes,0:38:20,0,0,[],[],2
954,Bump commons-parent from 53 to 54,Yes,0:20:29,0,0,[],[],2
953,Handle error messages with special characters.,No,,11,12,"['`String.valueOf(String)` is not required. Note that String.valueOf(null) will return null and that is handled fine by the IllegalArgumentException constructor. So just pass through the String message argument (which can be null).\r\n', 'There is no `@param` tag for `message`.', 'This is not required.', '`an exception with the specified message`\r\n\r\nNote: This change makes the code example on line 143 invalid. Please update the javadoc in the preceding method to remove:\r\n```Validate.isTrue(myObject.isOk(), ""The object is not okay"");</pre>```\r\n', 'Done.', 'Done.', 'Done.', 'Done.', 'Add a `@Since 3.13.0`', 'Done.', 'This all looks fine. Please add a comment to the private method, e.g. \r\n```\r\nGet the message using {@link String#format(String, Object...) String.format(message, values)}\r\nif the values are not empty, otherwise return the message unformatted.\r\nThis method exists to allow validation methods declaring a String message and varargs parameters\r\nto be used without any message parameters when the message contains special characters,\r\ne.g. {@code Validate.isTrue(false, ""%Failed%"")}.\r\n@param ...\r\n@return ...\r\n```', 'Done.']","['Adding this method will change source compatibility to use this method in place of the varargs method when there are no supplied args. This should be reflected in a javadoc change to that method.', '', '', '', '', '', '', '', '']",79
952,Remove empty line,No,,2,0,[],[],2
951,[LANG-1692] Cast FieldUtils.readField result to the recipient type,No,,10,14,"['Is this change needed for the type changes? Please revert it otherwise.', ""Please read the description:\r\n\r\n> There's a case as shown in `ReflectionDiffBuilder.java` that if the type inference results in ambiguity, it may cause compile error."", 'In general, please keep cosmetic and stylistic changes out of PRs, it makes PRs noisier, and takes longer to review.', ""@tisonkun \r\nI still don't get it, why is this needed in this PR as it relates to the generics change?"", 'Reverting...', ""Oops. I think I should add the `@param <T>` line so adjusting neighbor lines should be OK. Said you're updating the comments, and adjusting a bit the layout should not be a big deal. I don't touch unrelated comments."", '<img width=""1056"" alt=""image"" src=""https://user-images.githubusercontent.com/18818196/192087964-342f0e2d-57ab-4d45-8ade-51aa183c1482.png"">\r\n', '```\r\n[INFO] -------------------------------------------------------------\r\n[ERROR] COMPILATION ERROR : \r\n[INFO] -------------------------------------------------------------\r\n[ERROR] /Users/chenzili/Brittani/commons-lang/src/main/java/org/apache/commons/lang3/builder/ReflectionDiffBuilder.java:[113,32] reference to append is ambiguous\r\n  both method append(java.lang.String,short[],short[]) in org.apache.commons.lang3.builder.DiffBuilder and method append(java.lang.String,java.lang.Object[],java.lang.Object[]) in org.apache.commons.lang3.builder.DiffBuilder match\r\n```', 'Revert this change, please.', 'Revert this change will cause compile to fail. I can do it and you see what happens.', 'Reverted at bc4e02229407a80b1315c8c5f00cad859724aa4e.\r\n\r\nNow the compilation failed: https://github.com/apache/commons-lang/actions/runs/3210472599/jobs/5247938888.', ""Does that mean that existing call sites in users' applications will also fail?"", ""If you think it breaks the existing code and should not do it, you can reject the PR. But I'm a bit confused since reverting it obviously causes compile to fail."", ""> Does that mean that existing call sites in users' applications will also fail?\r\n\r\nI already wrote it in the PR description. Please read it.""]","['', '', '', '', '', '', '', '', '', '', '', '', '', '']",88
950,Bump ossf/scorecard-action from 1.1.2 to 2.0.3,No,,4,0,[],[],2
949,[LANG-1691] ClassUtils.getShortCanonicalName doesn't use the canonicalName,Yes,4:42:19,0,3,"['This seems obviously no good to me because ""Named"" is a real concrete class defined in this very file, its name is not """". What am I missing?', ""I felt the same. It is because it is a _local class_. Local classes don't have canonical name\r\n\r\nhttps://docs.oracle.com/javase/8/docs/api/java/lang/Class.html#getCanonicalName--\r\n> Returns null if the underlying class does not have a canonical name (i.e., if it is a local or anonymous class or an array whose component type does not have a canonical name)."", '@thiyagu-7 \r\nThank you for the clarification!']","['', '', '']",18
948,Bump maven-pmd-plugin from 3.18.0 to 3.19.0,Yes,8:36:32,1,0,[],[''],4
947,Bump spotbugs from 4.7.1 to 4.7.2,Yes,8:39:48,1,0,[],[''],4
946,Bump spotbugs-maven-plugin from 4.7.1.1 to 4.7.2.0,Yes,8:34:58,0,0,[],[''],4
945,Bump checkstyle from 9.3 to 10.3.3,No,,2,0,[],[],2
944,Bump commons.pmd-impl.version from 6.48.0 to 6.49.0,Yes,3:37:39,0,0,[],[],2
943,Bump maven-checkstyle-plugin from 3.1.2 to 3.2.0,Yes,4:45:52,1,0,[],[],2
942,[LANG-1604] Deprecate RandomUtils in favor of Apache Commons RNG UniformRandomProvider,Yes,18:15:56,2,0,[],"[""I think the commit needs to be rebased. It's showing as 8 commits on GitHub UI.""]",2
941,Simplifiable conditional expression.,Yes,5:37:50,1,0,[],[],4
940,Deprecate getNanosOfMiili() method with typo and create proper getNanosOfMilli(),Yes,23:01:44,1,4,"['Hi @arturobernalg \r\nThank you for your PR.\r\nWe have to test both calls explicitly, so your best bet is to clone the test method.', 'OK, done. Changed.\r\nTY @garydgregory ', 'Fix `{`', 'done']","['', '', '', '']",36
939,Rename method and fix typo.,No,,5,0,[],[],25
938,Fix some Javadoc comments,Yes,17:57:11,1,2,"[""You can just say `{@link #ONE}` IIRC, you don't need to refer to your own class name."", 'true. Changed.']","['', '', 'Hi @arturobernalg \r\nThank you for your PR. Please check my comment.', '']",18
937,Extends Object clauses are redundant,Yes,1:24:33,1,0,[],[],10
936,LANG-1604: Deprecate RandomUtils class,No,,2,3,"['Please add a URL to the Javadoc for the favored implementation.', ""Sorry, I didn't understand. What should I do? "", 'Added reference']","['', '', '']",1095
935,LANG-1603: Deprecate Fraction class,No,,2,5,"['Please add a URL to the Javadoc for the favored implementation.', 'Still not quite right: You talk about Commons Numbers but link to Commons Math as a whole. You want the URL to the Commons Numbers Fraction package or class.', 'Added reference to the favored implementation', 'Aw, sorry, resolved that moment already', ""We can't just deprecate the class without documenting how to port your current code to the other API IMO. For example, what do you do with `Fraction#invert()`? Each method must be documented, otherwise, it's a disservice, and everyone using the class is left having to do their own investigation and mapping.""]","['', '', '', '', '']",3
934,Lang 1689 add optional to objectutils isempty with unpacking the optional,No,,1,0,[],[],66
933,[LANG-1689] Simple Optional in ObjectUtils#isEmpty(),Yes,"10 days, 18:00:33",5,2,"[""What if it's an Optional with an empty string in it?"", 'The optional would be non-empty. Take the following code snippet:\r\n```java\r\nOptional<String> optional = Optional.of("""");\r\nboolean empty = ObjectUtils.isEmpty(optional);\r\n// empty is false\r\n```\r\nIn the case of Optionals, we\'re concerned whether the optional is empty, not if the contents of the optional is empty.\r\n\r\nThis is similar to having an array or collection of length 1 that only contains an empty string. In that case, ObjectUtils.isEmpty would still return false.\r\n\r\nI can update the JavaDoc to make it more clear.\r\n\r\n(And unrelated to this conversation, I notices I accidently slipped a couple tabs instead of spaces in. I\'ll fix that shortly.)']","['', '']",20
932,Bump commons.pmd-impl.version from 6.47.0 to 6.48.0,Yes,2:08:50,0,0,[],[],2
931,Bump checkstyle from 9.3 to 10.3.2,No,,2,0,[],[],2
930,Fixed incorrect documentation,No,,1,2,"[""Indentation does not seem to match what's above."", ""Indentation does not seem to match what's above. Name the parameter, not a generic type like Object.""]","['@Arav1229 Thank you for your PR, please see comments.']",6
929,Fixed incorrect documentation,No,,0,0,[],[],6
928,Bump junit-bom from 5.8.2 to 5.9.0,Yes,2:02:40,1,0,[],[],2
927,Bump spotbugs-maven-plugin from 4.7.1.0 to 4.7.1.1,Yes,2:35:39,0,0,[],[],2
926,Fix links in Javadoc and documentation,Yes,"26 days, 4:21:30",1,20,"['I do not think it makes sense for docs for version 2.4 to point to 2.6 pages.', ""You are right, I have been lazy on that one. That's fixed for both 2.4 and 2.5 changelogs."", 'There are no character encoding name at that URL; did you mean to point to https://docs.oracle.com/javase/8/docs/technotes/guides/intl/encoding.doc.html ?', 'I found the original page on https://web.archive.org/web/20111127040714/http://docs.oracle.com/javase/1.3/docs/api/java/lang/package-summary.html.\r\n\r\nI found that https://docs.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html now contains an equivalent documentation (paragraph _Standard charsets_). I will update the link accordingly.', 'Javadoc references should be to Java **8** since this is the Java level this component requires.\r\n', 'Should point to Java 8, not 7.', 'Why? Let\'s not replace one (insecure) URL with another: ""The connection to lopica.sourceforge.net is not secure"" Also the comment is no longer true since we did not, in fact, get the data from lopica.', 'There is no such page, it redirects to https://www.oracle.com/java/technologies/effectivejava.html', '-1: We do not use Ant, only Maven.', 'There is no such URL, it redirects to https://www.oracle.com/technical-resources/articles/javase/supplementary.html\r\n', 'Fixed', 'Fixed', 'I checked on wayback machine and this page was moved to this url. The old domain now hosts the ""Headquarter of Vampire Fetishists"" ;).\r\n\r\nI removed the link since this is not true.', 'URL replaced by https://www.oracle.com/java/technologies/effectivejava.html.', 'This PR is primarily about fixing the links. But I removed the reference to Ant.', 'Done.', 'Redirects to https://www.oracle.com/java/technologies/effectivejava.html', 'Did you change the URL? I still see the old one.', '@marcwrobel ping?', '@garydgregory, I cannot update the PR for the time being. Feel free to apply the necessary changes. ']","['', '', '', '', 'Hello @marcwrobel \r\nThank you for your PR. Please see my comments.', '', '', '', '', '', '', '2 more I think', '', '']",332
925,simplify condition,Yes,21:43:56,0,0,[],[],2
924,LANG-1638: Added docs regarding week year support,Yes,"42 days, 3:24:39",5,0,[],"[""From what I understood after reading the JIRA, this PR tries to avoid confusion by documenting the current behavior (much easier than trying to come up with a solution either backward-compatible or wait for a major release to change it).\r\n\r\nIt looks OK to me, but the text could be improved, I think. Maybe add an example of what's an YYYY and an yyyy expected to match against?\r\n\r\nThanks for the pull request @greatmastermario !""]",4
923,(doc) Fix typos in project documentations,Yes,2:17:52,0,0,[],[],308
922,Bump exec-maven-plugin from 3.0.0 to 3.1.0,Yes,2:43:21,1,0,[],[],2
921,Bump actions/cache from 3.0.4 to 3.0.5,No,,3,0,[],[],2
920,(doc) Fix typos in javadoc and comments,Yes,3:05:41,0,0,[],[],486
919,Bump spotbugs-maven-plugin from 4.7.0.0 to 4.7.1.0,Yes,7:12:50,0,0,[],[''],2
918,"Javadoc: StringUtils.repeat("""", ""x"", 3) = ""xx"";",Yes,9:16:49,0,0,[],[],2
917,Bump spotbugs from 4.6.0 to 4.7.1,Yes,7:21:15,1,0,[],[''],4
916,Bump checkstyle from 9.3 to 10.3.1,No,,2,0,[],[],2
915,Bump commons.pmd-impl.version from 6.46.0 to 6.47.0,Yes,"3 days, 21:31:16",0,0,[],[],2
914,Bump spotbugs from 4.6.0 to 4.7.1,No,,3,0,[],[],2
913,remove some duplicate assertion in StringUtilsTest,No,,2,4,"['This method, `testRemove_char`, appears to have been based off the `testRemove_String`. You are correct these three statements are duplicated and can be removed. But in `testRemove_String` there\'s one test case that must be added here as well:\r\n\r\n```\r\nassertNull(StringUtils.remove(null, null));\r\n&\r\nassertEquals("""", StringUtils.remove("""", null));\r\n```\r\n\r\nCan you add them, please, @shalk ?', 'I believe this was supposed to be `assertEquals("""", res[4]);`. The other tests have a similar case, where they verify the indexes from `0` to the last index available (`4` in this case). Can you change it, please?', 'done', 'done']","['There are a couple of places where I think the tests were supposed to have other values. Take a look and if you agree and have spare time, can you update them, please?\r\n\r\nThe other ones look correct to me. Great catch @shalk . Thanks for your pull request.', '', '', '']",10
912,Update ClassUtils Javadoc with some missing throws NPE,Yes,"1 day, 3:41:09",4,0,[],"['Thanks! I think these are fine, but leaving it so another committer can review it too.']",5
911,fix StringUtils.upperCase(String str) java doc,Yes,0:19:48,1,0,[],['Good spot! Thanks!!!'],2
910,Bump maven-surefire-plugin from 3.0.0-M6 to 3.0.0-M7,Yes,7:48:29,0,0,[],[''],4
909,Bump maven-pmd-plugin from 3.16.0 to 3.17.0,Yes,7:47:19,0,0,[],[''],4
908,[LANG-1687] fix java Doc,No,,2,0,[],"['Hi @TaeYongPark96 \r\n\r\nHave you tested the method? I just tried it using your branch, and got the following:\r\n\r\n```java\r\n    public static void main(String[] args) {\r\n        String s = StringUtils.substringBetween(""yabczyabcz"", ""y"", ""z"");\r\n        System.out.println(s);\r\n    }\r\n\r\n// outputs abc\r\n```\r\n\r\nAlso, reading the top part of the javadoc, it says\r\n\r\n> Only the first match is returned.\r\n\r\nSo I think the example was intentionally created to demonstrate that part of the method contract.']",2
907,Increase test coverage of functional interfaces,Yes,"1 day, 1:34:47",5,0,[],"['@stevebosman-oc thanks a lot for this pull request!\r\n\r\nI had a look where else the code in this pull request is used, and it looks like there is a [FailableFunctionsTest.java](https://github.com/apache/commons-lang/blob/03b84cb3492938980b31d8cf15fdc6aeb553d063/src/test/java/org/apache/commons/lang3/function/FailableFunctionsTest.java) file where it covers multiple classes in that package.\r\n\r\nLooking at the tests you added, it looks to me like it could be simplified, trying to have a single function that is applied to all the classes changed here testing the `nop` method.\r\n\r\nBut it looks like `FailableFunctionsTest` is not using this pattern yet, and instead has some duplication…\r\n\r\nWDYT? Do you think your new tests could become a sort of parametrized method and applied to all these classes?\r\n\r\nThanks! ']",115
906,Bump checkstyle from 9.3 to 10.3,No,,2,0,[],[],2
905,Bump commons.pmd-impl.version from 6.45.0 to 6.46.0,Yes,2:41:00,0,0,[],[''],4
904,Add tests to increase coverage,Yes,"78 days, 16:48:47",2,8,"['Too much whitespace IMO.', 'Too much whitespace.', 'You can put stuff like this all on one line IMO.', 'You can put this all on one line IMO.', 'Do we really need the local variable?', 'Remove extra two blank lines.', 'Maybe `DEFAULT_CANONICAL_NAME` -> `OBJECT_CANONICAL_NAME`?', 'This test will fail on machines with other arches (e.g. Apple M1 returns `Processor.Type.AARCH_64`). I suggest we remove it.\r\n\r\ncc @garydgregory @arturobernalg ']","['Hi @arturobernalg,\r\nThank you for your PR. If you think this PR is still needed, please rebase on master so we can try to get a green build, plus, address my comments.', '']",128
903,"Add toCharacterObject(String,String) with default value.",No,,6,6,"['These docs require updating too', 'thank you @aherbert \r\nFixed.\r\n', 'I think the rest of the code is using 4 spaces (you used 4 spaces in the test).', 'I think `str` is not a character too, sorry forgot to review the text in the javadocs.', ""Also worth checking if the docs are ending sentences with dot or without it. I think this `@param` doesn't use that, but the next ones does."", 'Better like this IMO: `return StringUtils.isEmpty(str) ? defaultValue : Character.valueOf(str.charAt(0));`']","['', '', 'I think rebasing will fix the conflict and also re-trigger GH actions that should now pass :crossed_fingers: ', 'Thanks for rebasing it so quickly @arturobernalg ! :wave: \r\n\r\nOne more review feedback. This also needs a JIRA issue. I think given the class has `toChar(ch, default)`, `toInt(ch, default)`, maybe it makes sense adding this method with a default value. The alternatives would be, I think, `Optional`, JDK 9+ `Objects.requireNonNullElse`, or using lang\'s `ObjectUtils.getIfNull` (e.g. `ObjectUtils.getIfNull(CharUtils.toCharacterObject(""""), () -> \'B\');`).\r\n\r\nCheers\r\n-Bruno', '', '', '']",37
902,Bump spotbugs from 4.6.0 to 4.7.0,No,,2,0,[],[],2
901,Fix unstable coverage of CharSequenceUtils tests noticed during merge of PRs 898 and 899,Yes,7:15:55,4,0,[],[],4
900,Fix javadoc. Remove unused @param.,Yes,3:06:34,0,0,[],['Thanks!'],1
899,Increase method test coverage of MultilineRecursiveToStringStyle,Yes,4:46:07,1,0,[],[],185
898,Increase test coverage of ComparableUtils from 71% to 100%,Yes,4:12:46,3,0,[],[],151
897,Revert #896 spotbugs update,Yes,11:12:36,5,0,[],[],7
896,Bump spotbugs from 4.6.0 to 4.7.0,Yes,7:48:44,0,0,[],[''],7
895,Bump spotbugs-maven-plugin from 4.6.0.0 to 4.7.0.0,Yes,7:59:27,1,0,[],[],4
894,ci: Add GitHub token permissions for workflows,Yes,0:28:10,0,0,[],['Thank you (again :)!'],3
893,Bump checkstyle from 9.3 to 10.2,No,,3,0,[],[],2
892,LANG-1680 Add support for standalone month formats,Yes,"3 days, 8:09:38",8,11,"['These two methods are identical except for Calendar.SHORT_STANDALONE vs. Calendar.LONG_STANDALONE? Why duplicate? Javadoc: ""Obtain..."" -> ""Gets...""', ""sorry, I really should have noticed that before submitting. I'll refactor"", 'refactored into one method and changed javadoc. While doing this I looked at the Calendar source and Calendar#getDisplayNames seems to be more efficient than using the Calendar#getDisplayName method multiple times, so I am now using that.', 'add final', '`final Map.Entry<String, Integer> entry`', 'Copy pasta typo: standaloneShortMonths -> standaloneLongMonths?', ""We don't need a local variable for the locale IMO.""]","['', '', '', '', '', '', '']",127
891,[LANG-1627] New method for One-hot XOR,No,,2,0,[],[],167
890,[LANG-1627] Implement xorOneHot and add clarifications to Javadoc for xor to explain when it returns true,No,,5,0,[],"[""Hi @stevebosman-oc \r\n\r\nI see there are two pull requests addressing LANG-1627. Any reason for not having a single PR?\r\n\r\nAlso, I think for such change it'd be doable to have everything in a single commit. So ideally it would be squashed by you, or a committer would have to do it if it's merged :+1: \r\n\r\nThanks for your contribution!\r\n-Bruno""]",206
889,Added method to convert Object to String that support null values.,No,,0,2,"['Hi @EACUAMBA ,\r\n\r\nI think instead of this new method, users could just use the Java 8+ `Objects.toString(Object o, String nullDefault)` - https://docs.oracle.com/javase/8/docs/api/java/util/Objects.html#toString-java.lang.Object-java.lang.String-', 'Hi @kinow,\r\n\r\nYou are right, the toString method  in Objects can work too.  Thanks.']","['', '']",56
888,Convert object to String.,No,,0,0,[],[],53
887,Remove unnecessary code,No,,1,0,[],[],127
886,Bump github/codeql-action from 1 to 2,Yes,"2 days, 3:07:07",0,0,[],[],6
885,Bump commons-parent from 52 to 53,Yes,10:00:20,0,0,[],[],3
884,Bump checkstyle from 9.3 to 10.1,No,,1,0,[],[],2
883,Bump junit-pioneer from 1.6.2 to 1.7.0,Yes,10:05:39,1,0,[],[''],4
882,Remove unnecessary variable creations.,Yes,"17 days, 14:57:45",0,0,[],[],8
881,"Add @SuppressWarnings(""unchecked"")",No,,0,0,[],[],3
880,Bump maven-surefire-plugin from 3.0.0-M5 to 3.0.0-M6,Yes,6:19:56,0,0,[],[''],3
879,Bump actions/setup-java from 2 to 3,Yes,6:37:31,0,0,[],[''],4
878,Improvement conditions.,No,,2,0,[],[],6
